example_id,domain,layer,head,hook_name,metric,gold_answer,gold_token_id,gold_token_str,gold_token_count,direct_token_count,structured_token_count,baseline_score,patched_score,delta,valid_example,skip_reason
geo_006,geography,31,11,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,12,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5703125,-0.015625,True,
geo_006,geography,31,13,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.578125,-0.0078125,True,
geo_006,geography,31,14,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5703125,-0.015625,True,
geo_006,geography,31,15,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5859375,0.0,True,
geo_006,geography,31,16,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.6171875,0.03125,True,
geo_006,geography,31,17,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5859375,0.0,True,
geo_006,geography,31,18,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5859375,0.0,True,
geo_006,geography,31,19,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,20,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.6640625,0.078125,True,
geo_006,geography,31,21,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5859375,0.0,True,
geo_006,geography,31,22,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5859375,0.0,True,
geo_006,geography,31,23,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.578125,-0.0078125,True,
geo_006,geography,31,24,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,25,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.578125,-0.0078125,True,
geo_006,geography,31,26,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,27,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.5859375,0.0,True,
geo_006,geography,31,28,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,29,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,30,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.59375,0.0078125,True,
geo_006,geography,31,31,blocks.31.attn.hook_z,logit,South America,3684, South,2,250,250,14.5859375,14.578125,-0.0078125,True,
geo_029,geography,30,0,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,1,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,2,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,3,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,30,4,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,5,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,30,6,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,7,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,8,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,9,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,10,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,11,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,12,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,30,13,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,14,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,15,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,16,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,17,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,18,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.25,0.0234375,True,
geo_029,geography,30,19,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,20,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,30,21,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,22,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,23,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,24,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,25,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,26,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,27,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,30,28,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,29,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.21875,-0.0078125,True,
geo_029,geography,30,30,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,30,31,blocks.30.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,0,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,1,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,2,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,31,3,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,4,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,5,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,31,6,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,7,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,8,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,31,9,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.203125,-0.0234375,True,
geo_029,geography,31,10,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,31,11,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,12,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,31,13,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,14,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.203125,-0.0234375,True,
geo_029,geography,31,15,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,16,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.25,0.0234375,True,
geo_029,geography,31,17,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,31,18,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,19,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,31,20,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.296875,0.0703125,True,
geo_029,geography,31,21,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,22,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,23,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,24,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,25,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,26,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,27,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,28,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_029,geography,31,29,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2265625,0.0,True,
geo_029,geography,31,30,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.2421875,0.015625,True,
geo_029,geography,31,31,blocks.31.attn.hook_z,logit,the Pacific Ocean,253, the,3,261,261,13.2265625,13.234375,0.0078125,True,
geo_030,geography,30,0,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,1,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,2,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,3,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,30,4,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1015625,-0.0078125,True,
geo_030,geography,30,5,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,30,6,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,7,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,8,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,9,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,10,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,11,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.140625,0.03125,True,
geo_030,geography,30,12,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1484375,0.0390625,True,
geo_030,geography,30,13,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,14,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,15,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,16,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,17,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,18,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.125,0.015625,True,
geo_030,geography,30,19,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,20,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.125,0.015625,True,
geo_030,geography,30,21,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,22,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.09375,-0.015625,True,
geo_030,geography,30,23,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,24,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,25,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,26,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,27,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,28,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,29,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.09375,-0.015625,True,
geo_030,geography,30,30,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,30,31,blocks.30.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,0,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,31,1,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,2,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,3,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,4,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,5,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,6,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,7,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,8,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,9,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.0859375,-0.0234375,True,
geo_030,geography,31,10,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,11,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,12,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,31,13,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1015625,-0.0078125,True,
geo_030,geography,31,14,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.09375,-0.015625,True,
geo_030,geography,31,15,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,16,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1328125,0.0234375,True,
geo_030,geography,31,17,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,31,18,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,19,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,31,20,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1484375,0.0390625,True,
geo_030,geography,31,21,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,22,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,23,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,24,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,25,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,26,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,27,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,28,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,29,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_030,geography,31,30,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.1171875,0.0078125,True,
geo_030,geography,31,31,blocks.31.attn.hook_z,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.109375,0.0,True,
geo_037,geography,30,0,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
geo_037,geography,30,1,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.578125,-0.0078125,True,
geo_037,geography,30,2,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
geo_037,geography,30,3,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.59375,0.0078125,True,
geo_037,geography,30,4,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.625,0.0390625,True,
geo_037,geography,30,5,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.59375,0.0078125,True,
geo_037,geography,30,6,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.578125,-0.0078125,True,
geo_037,geography,30,7,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.578125,-0.0078125,True,
geo_037,geography,30,8,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.578125,-0.0078125,True,
geo_037,geography,30,9,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
geo_037,geography,30,10,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.578125,-0.0078125,True,
geo_037,geography,30,11,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.59375,0.0078125,True,
geo_037,geography,30,12,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.578125,-0.0078125,True,
geo_037,geography,30,13,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
geo_037,geography,30,14,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
geo_037,geography,30,15,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
geo_037,geography,30,16,blocks.30.attn.hook_z,logit,South America,3684, South,2,243,243,14.5859375,14.5859375,0.0,True,
